,Conversation_ID,Customer_Issue,Tech_Response,Resolution_Time,Issue_Category,Issue_Status
1735,CONV-1736,slow system performance,Run a system diagnostic tool.,26 minutes,account,Resolved
1736,CONV-1737,forgot password,Clear cache and remove unnecessary programs.,47 minutes,hardware,Resolved after follow-up
1737,CONV-1738,blue screen error,Clear cache and remove unnecessary programs.,100 minutes,account,Resolved
1738,CONV-1739,printer not responding,Restart your router.,97 minutes,performance,Escalated
1739,CONV-1740,printer not responding,Verify your email settings.,32 minutes,network,Resolved
1740,CONV-1741,cannot connect to wi-fi,Clear cache and remove unnecessary programs.,57 minutes,account,Resolved after follow-up
1741,CONV-1742,forgot password,Run a system diagnostic tool.,20 minutes,network,Escalated
1742,CONV-1743,blue screen error,Follow the software installation guide.,13 minutes,software,Pending
1743,CONV-1744,printer not responding,Clear cache and remove unnecessary programs.,108 minutes,network,Escalated
1744,CONV-1745,forgot password,Reset your password using the link provided.,74 minutes,software,Escalated
1745,CONV-1746,unable to access email,Reinstall the printer drivers.,60 minutes,hardware,Escalated
1746,CONV-1747,cannot connect to wi-fi,Reinstall the printer drivers.,56 minutes,performance,Escalated
1747,CONV-1748,unable to access email,Run a system diagnostic tool.,9 minutes,performance,Resolved after follow-up
1748,CONV-1749,software installation failure,Follow the software installation guide.,79 minutes,network,Pending
1749,CONV-1750,software installation failure,Reinstall the printer drivers.,29 minutes,network,Resolved
1750,CONV-1751,software installation failure,Follow the software installation guide.,18 minutes,software,Resolved
1751,CONV-1752,slow system performance,Verify your email settings.,36 minutes,account,Resolved after follow-up
1752,CONV-1753,blue screen error,Clear cache and remove unnecessary programs.,77 minutes,software,Resolved
1753,CONV-1754,unable to access email,Reset your password using the link provided.,84 minutes,software,Resolved after follow-up
1754,CONV-1755,software installation failure,Run a system diagnostic tool.,61 minutes,software,Resolved after follow-up
1755,CONV-1756,unable to access email,Clear cache and remove unnecessary programs.,94 minutes,network,Resolved after follow-up
1756,CONV-1757,slow system performance,Restart your router.,71 minutes,software,Resolved
1757,CONV-1758,cannot connect to wi-fi,Run a system diagnostic tool.,44 minutes,performance,Resolved
1758,CONV-1759,cannot connect to wi-fi,Clear cache and remove unnecessary programs.,39 minutes,account,Resolved
1759,CONV-1760,printer not responding,Reinstall the printer drivers.,87 minutes,hardware,Pending
1760,CONV-1761,forgot password,Clear cache and remove unnecessary programs.,7 minutes,hardware,Escalated
1761,CONV-1762,blue screen error,Restart your router.,6 minutes,performance,Resolved after follow-up
1762,CONV-1763,cannot connect to wi-fi,Restart your router.,44 minutes,software,Escalated
1763,CONV-1764,software installation failure,Reinstall the printer drivers.,101 minutes,software,Resolved after follow-up
1764,CONV-1765,slow system performance,Restart your router.,96 minutes,network,Resolved
1765,CONV-1766,cannot connect to wi-fi,Run a system diagnostic tool.,82 minutes,performance,Resolved after follow-up
1766,CONV-1767,forgot password,Reinstall the printer drivers.,17 minutes,performance,Pending
1767,CONV-1768,forgot password,Reinstall the printer drivers.,84 minutes,network,Pending
1768,CONV-1769,blue screen error,Reset your password using the link provided.,12 minutes,hardware,Resolved
1769,CONV-1770,cannot connect to wi-fi,Restart your router.,99 minutes,hardware,Resolved
1770,CONV-1771,slow system performance,Restart your router.,76 minutes,hardware,Resolved
1771,CONV-1772,cannot connect to wi-fi,Clear cache and remove unnecessary programs.,111 minutes,hardware,Pending
1772,CONV-1773,unable to access email,Verify your email settings.,118 minutes,software,Pending
1773,CONV-1774,forgot password,Reinstall the printer drivers.,78 minutes,account,Escalated
1774,CONV-1775,cannot connect to wi-fi,Reinstall the printer drivers.,49 minutes,software,Escalated
1775,CONV-1776,forgot password,Restart your router.,106 minutes,account,Resolved
1776,CONV-1777,cannot connect to wi-fi,Reset your password using the link provided.,83 minutes,performance,Resolved after follow-up
1777,CONV-1778,cannot connect to wi-fi,Verify your email settings.,83 minutes,software,Resolved after follow-up
1778,CONV-1779,slow system performance,Reinstall the printer drivers.,116 minutes,network,Resolved after follow-up
1779,CONV-1780,slow system performance,Verify your email settings.,62 minutes,network,Escalated
1780,CONV-1781,slow system performance,Clear cache and remove unnecessary programs.,65 minutes,software,Escalated
1781,CONV-1782,unable to access email,Run a system diagnostic tool.,88 minutes,performance,Resolved after follow-up
1782,CONV-1783,slow system performance,Follow the software installation guide.,49 minutes,network,Resolved after follow-up
1783,CONV-1784,cannot connect to wi-fi,Reinstall the printer drivers.,81 minutes,account,Pending
1784,CONV-1785,blue screen error,Restart your router.,60 minutes,hardware,Pending
1785,CONV-1786,cannot connect to wi-fi,Verify your email settings.,45 minutes,network,Resolved
1786,CONV-1787,blue screen error,Reinstall the printer drivers.,82 minutes,account,Pending
1787,CONV-1788,unable to access email,Restart your router.,50 minutes,hardware,Resolved
1788,CONV-1789,blue screen error,Clear cache and remove unnecessary programs.,95 minutes,account,Resolved
1789,CONV-1790,slow system performance,Clear cache and remove unnecessary programs.,114 minutes,software,Resolved
1790,CONV-1791,cannot connect to wi-fi,Clear cache and remove unnecessary programs.,98 minutes,hardware,Resolved
1791,CONV-1792,printer not responding,Restart your router.,80 minutes,network,Resolved
1792,CONV-1793,cannot connect to wi-fi,Verify your email settings.,23 minutes,software,Resolved
1793,CONV-1794,software installation failure,Follow the software installation guide.,111 minutes,network,Pending
1794,CONV-1795,printer not responding,Clear cache and remove unnecessary programs.,11 minutes,account,Pending
1795,CONV-1796,forgot password,Follow the software installation guide.,39 minutes,performance,Resolved
1796,CONV-1797,forgot password,Verify your email settings.,72 minutes,software,Escalated
1797,CONV-1798,unable to access email,Run a system diagnostic tool.,80 minutes,account,Pending
1798,CONV-1799,cannot connect to wi-fi,Reset your password using the link provided.,78 minutes,performance,Pending
1799,CONV-1800,printer not responding,Restart your router.,53 minutes,software,Escalated
1800,CONV-1801,unable to access email,Run a system diagnostic tool.,100 minutes,network,Resolved
1801,CONV-1802,slow system performance,Reinstall the printer drivers.,28 minutes,network,Resolved
1802,CONV-1803,slow system performance,Restart your router.,70 minutes,hardware,Pending
1803,CONV-1804,blue screen error,Reinstall the printer drivers.,98 minutes,account,Resolved
1804,CONV-1805,blue screen error,Reset your password using the link provided.,85 minutes,software,Escalated
1805,CONV-1806,slow system performance,Reset your password using the link provided.,6 minutes,account,Resolved
1806,CONV-1807,cannot connect to wi-fi,Restart your router.,20 minutes,performance,Resolved
1807,CONV-1808,blue screen error,Reset your password using the link provided.,34 minutes,hardware,Resolved
1808,CONV-1809,cannot connect to wi-fi,Run a system diagnostic tool.,91 minutes,network,Resolved
1809,CONV-1810,printer not responding,Follow the software installation guide.,104 minutes,performance,Resolved
1810,CONV-1811,forgot password,Reset your password using the link provided.,94 minutes,performance,Resolved
1811,CONV-1812,unable to access email,Verify your email settings.,85 minutes,performance,Escalated
1812,CONV-1813,forgot password,Follow the software installation guide.,34 minutes,hardware,Resolved after follow-up
1813,CONV-1814,slow system performance,Reinstall the printer drivers.,14 minutes,performance,Resolved
1814,CONV-1815,forgot password,Reinstall the printer drivers.,71 minutes,account,Resolved
1815,CONV-1816,blue screen error,Follow the software installation guide.,55 minutes,software,Pending
1816,CONV-1817,blue screen error,Run a system diagnostic tool.,39 minutes,software,Resolved
1817,CONV-1818,software installation failure,Reset your password using the link provided.,69 minutes,hardware,Resolved
1818,CONV-1819,cannot connect to wi-fi,Restart your router.,12 minutes,software,Pending
1819,CONV-1820,printer not responding,Restart your router.,100 minutes,performance,Resolved
1820,CONV-1821,blue screen error,Follow the software installation guide.,93 minutes,network,Escalated
1821,CONV-1822,software installation failure,Restart your router.,77 minutes,hardware,Pending
1822,CONV-1823,cannot connect to wi-fi,Restart your router.,105 minutes,software,Resolved after follow-up
1823,CONV-1824,printer not responding,Reset your password using the link provided.,87 minutes,account,Resolved
1824,CONV-1825,software installation failure,Reinstall the printer drivers.,86 minutes,account,Resolved after follow-up
1825,CONV-1826,cannot connect to wi-fi,Verify your email settings.,56 minutes,account,Resolved after follow-up
1826,CONV-1827,forgot password,Reinstall the printer drivers.,71 minutes,hardware,Resolved
1827,CONV-1828,blue screen error,Run a system diagnostic tool.,100 minutes,software,Resolved
1828,CONV-1829,slow system performance,Reinstall the printer drivers.,60 minutes,software,Pending
1829,CONV-1830,slow system performance,Run a system diagnostic tool.,5 minutes,performance,Pending
1830,CONV-1831,software installation failure,Run a system diagnostic tool.,62 minutes,network,Escalated
1831,CONV-1832,unable to access email,Restart your router.,98 minutes,network,Pending
1832,CONV-1833,cannot connect to wi-fi,Reinstall the printer drivers.,58 minutes,hardware,Pending
1833,CONV-1834,unable to access email,Restart your router.,11 minutes,account,Resolved after follow-up
1834,CONV-1835,software installation failure,Restart your router.,23 minutes,hardware,Pending
1835,CONV-1836,forgot password,Follow the software installation guide.,21 minutes,network,Escalated
1836,CONV-1837,printer not responding,Run a system diagnostic tool.,101 minutes,hardware,Resolved
1837,CONV-1838,forgot password,Run a system diagnostic tool.,20 minutes,account,Resolved
1838,CONV-1839,unable to access email,Restart your router.,78 minutes,hardware,Escalated
1839,CONV-1840,printer not responding,Reinstall the printer drivers.,82 minutes,network,Resolved
1840,CONV-1841,unable to access email,Clear cache and remove unnecessary programs.,43 minutes,software,Escalated
1841,CONV-1842,forgot password,Follow the software installation guide.,58 minutes,software,Resolved after follow-up
